group,feature,target,n,spearman_rho,pearson_r,abs_spearman_rho,abs_pearson_r
suturing,mean_economy_of_motion,respect_for_tissue,39,0.14232323009764875,0.17594073815068004,0.14232323009764875,0.17594073815068004
suturing,mean_duration_s,respect_for_tissue,39,-0.045796548041971384,-0.0776422635808041,0.045796548041971384,0.0776422635808041
suturing,mean_path_length,respect_for_tissue,39,0.03807441347751719,-0.02513619399234988,0.03807441347751719,0.02513619399234988
suturing,mean_smoothness_score,respect_for_tissue,39,0.02670571536873741,0.019757986905515237,0.02670571536873741,0.019757986905515237
suturing,mean_rms_jerk,suture_needle_handling,39,0.5137189552741838,0.5145605418724332,0.5137189552741838,0.5145605418724332
suturing,mean_economy_of_motion,suture_needle_handling,39,0.4092464049598037,0.4251647961704093,0.4092464049598037,0.4251647961704093
suturing,mean_duration_s,suture_needle_handling,39,-0.2523775091864239,-0.3362934174464266,0.2523775091864239,0.3362934174464266
suturing,mean_smoothness_score,suture_needle_handling,39,0.18450770121916568,0.26032204858588254,0.18450770121916568,0.26032204858588254
suturing,mean_path_length,suture_needle_handling,39,0.15217350025363233,0.004992791121212513,0.15217350025363233,0.004992791121212513
suturing,mean_duration_s,time_and_motion,39,-0.48540130796870934,-0.5258133287563115,0.48540130796870934,0.5258133287563115
suturing,mean_smoothness_score,time_and_motion,39,0.43978604474432764,0.48354211369396544,0.43978604474432764,0.48354211369396544
suturing,mean_rms_jerk,time_and_motion,39,0.34665488232788183,0.36360162638763005,0.34665488232788183,0.36360162638763005
suturing,mean_path_length,time_and_motion,39,-0.20516309362262394,-0.3163807131719489,0.20516309362262394,0.3163807131719489
suturing,mean_economy_of_motion,time_and_motion,39,0.1338892448345276,0.17042966692200048,0.1338892448345276,0.17042966692200048
needle_passing,mean_rms_jerk,flow_of_operation,28,0.24916697587440442,0.20953666204118102,0.24916697587440442,0.20953666204118102
needle_passing,mean_duration_s,flow_of_operation,28,-0.1950795103797166,-0.3128175241847252,0.1950795103797166,0.3128175241847252
needle_passing,mean_smoothness_score,flow_of_operation,28,0.13248390424541504,0.24400135087974603,0.13248390424541504,0.24400135087974603
needle_passing,mean_path_length,flow_of_operation,28,-0.1300530069198111,-0.2243124198316213,0.1300530069198111,0.2243124198316213
needle_passing,mean_economy_of_motion,flow_of_operation,28,0.06168401963720012,-0.02267099496635374,0.06168401963720012,0.02267099496635374
needle_passing,mean_path_length,grs,28,-0.2898723068833358,-0.3317790762302334,0.2898723068833358,0.3317790762302334
needle_passing,mean_duration_s,grs,28,-0.20038521214473026,-0.30423043479792955,0.20038521214473026,0.30423043479792955
needle_passing,mean_economy_of_motion,grs,28,-0.160033669425175,-0.21718656593432276,0.160033669425175,0.21718656593432276
needle_passing,mean_smoothness_score,grs,28,0.15975916913456575,0.3026543083994764,0.15975916913456575,0.3026543083994764
needle_passing,mean_rms_jerk,grs,28,0.013450514239851757,0.03162483475705811,0.013450514239851757,0.03162483475705811
needle_passing,mean_path_length,overall_performance,28,-0.2757387361616685,-0.3233381275558613,0.2757387361616685,0.3233381275558613
needle_passing,mean_duration_s,overall_performance,28,-0.21433225102074016,-0.351963272630898,0.21433225102074016,0.351963272630898
needle_passing,mean_smoothness_score,overall_performance,28,0.1679821636787895,0.34926135988453916,0.1679821636787895,0.34926135988453916
needle_passing,mean_economy_of_motion,overall_performance,28,-0.12015595890556646,-0.20324190827715416,0.12015595890556646,0.20324190827715416
needle_passing,mean_rms_jerk,overall_performance,28,0.07439631853612469,0.0613521605980405,0.07439631853612469,0.0613521605980405
needle_passing,mean_path_length,quality_of_final_product,28,-0.2892154598635514,-0.30170852035720686,0.2892154598635514,0.30170852035720686
needle_passing,mean_economy_of_motion,quality_of_final_product,28,-0.11944001292300058,-0.21672076200790646,0.11944001292300058,0.21672076200790646
needle_passing,mean_rms_jerk,quality_of_final_product,28,-0.07024210283805034,-0.07705982246237353,0.07024210283805034,0.07705982246237353
needle_passing,mean_smoothness_score,quality_of_final_product,28,-0.06114191137725031,0.0700947565574618,0.06114191137725031,0.0700947565574618
needle_passing,mean_duration_s,quality_of_final_product,28,-0.0031281908146500153,-0.07094846736798052,0.0031281908146500153,0.07094846736798052
needle_passing,mean_path_length,respect_for_tissue,28,-0.3056193466205973,-0.32810012548839623,0.3056193466205973,0.32810012548839623
needle_passing,mean_economy_of_motion,respect_for_tissue,28,-0.29228112086675717,-0.30866800392672744,0.29228112086675717,0.30866800392672744
needle_passing,mean_rms_jerk,respect_for_tissue,28,-0.1641181690581196,-0.1382219010992585,0.1641181690581196,0.1382219010992585
needle_passing,mean_duration_s,respect_for_tissue,28,-0.10728572888958347,-0.21420739599182187,0.10728572888958347,0.21420739599182187
needle_passing,mean_smoothness_score,respect_for_tissue,28,0.08727839025882332,0.244498367596429,0.08727839025882332,0.244498367596429
needle_passing,mean_duration_s,suture_needle_handling,28,-0.2611363927666651,-0.38646799665044185,0.2611363927666651,0.38646799665044185
needle_passing,mean_path_length,suture_needle_handling,28,-0.2273490086148378,-0.2905971017192831,0.2273490086148378,0.2905971017192831
needle_passing,mean_smoothness_score,suture_needle_handling,28,0.21875899569488172,0.3681665960251711,0.21875899569488172,0.3681665960251711
needle_passing,mean_rms_jerk,suture_needle_handling,28,0.13915820930328865,0.13017798307386938,0.13915820930328865,0.13017798307386938
needle_passing,mean_economy_of_motion,suture_needle_handling,28,-0.08360945908757261,-0.162467769356841,0.08360945908757261,0.162467769356841
needle_passing,mean_path_length,time_and_motion,28,-0.17596646793102094,-0.2585403759012918,0.17596646793102094,0.2585403759012918
needle_passing,mean_duration_s,time_and_motion,28,-0.14718274552071903,-0.29795582020517175,0.14718274552071903,0.29795582020517175
needle_passing,mean_smoothness_score,time_and_motion,28,0.11394793201604053,0.3303718670026001,0.11394793201604053,0.3303718670026001
needle_passing,mean_economy_of_motion,time_and_motion,28,-0.1100903197342475,-0.17454897786424256,0.1100903197342475,0.17454897786424256
needle_passing,mean_rms_jerk,time_and_motion,28,0.0160239279397557,0.0486959626333902,0.0160239279397557,0.0486959626333902
knot_tying,mean_duration_s,flow_of_operation,36,-0.6819903647492811,-0.6600827132753051,0.6819903647492811,0.6600827132753051
knot_tying,mean_smoothness_score,flow_of_operation,36,0.6310168581056493,0.6387465893370337,0.6310168581056493,0.6387465893370337
knot_tying,mean_path_length,flow_of_operation,36,-0.4949973682290084,-0.5593844639555314,0.4949973682290084,0.5593844639555314
knot_tying,mean_rms_jerk,flow_of_operation,36,0.3773661990513965,0.3907233516850844,0.3773661990513965,0.3907233516850844
knot_tying,mean_economy_of_motion,flow_of_operation,36,-0.061925374118788824,0.023153472480292953,0.061925374118788824,0.023153472480292953
knot_tying,mean_duration_s,grs,36,-0.7165225016453146,-0.6938769033434922,0.7165225016453146,0.6938769033434922
knot_tying,mean_smoothness_score,grs,36,0.6553055467462736,0.6755826868553971,0.6553055467462736,0.6755826868553971
knot_tying,mean_path_length,grs,36,-0.4588688623550473,-0.5119995734898426,0.4588688623550473,0.5119995734898426
knot_tying,mean_rms_jerk,grs,36,0.4303267800076042,0.5206905403167829,0.4303267800076042,0.5206905403167829
knot_tying,mean_economy_of_motion,grs,36,0.0034870417347554966,0.16648868315946463,0.0034870417347554966,0.16648868315946463
knot_tying,mean_duration_s,overall_performance,36,-0.7090613550936333,-0.640288516035964,0.7090613550936333,0.640288516035964
knot_tying,mean_smoothness_score,overall_performance,36,0.6501872017312111,0.6340660430155356,0.6501872017312111,0.6340660430155356
knot_tying,mean_path_length,overall_performance,36,-0.4624666253779242,-0.49637890443971133,0.4624666253779242,0.49637890443971133
knot_tying,mean_rms_jerk,overall_performance,36,0.41279578794342087,0.4621409750743294,0.41279578794342087,0.4621409750743294
knot_tying,mean_economy_of_motion,overall_performance,36,-0.015835117111272213,0.10820340479206769,0.015835117111272213,0.10820340479206769
knot_tying,mean_duration_s,quality_of_final_product,36,-0.5931650051707932,-0.6011288409698748,0.5931650051707932,0.6011288409698748
knot_tying,mean_smoothness_score,quality_of_final_product,36,0.5544626181575889,0.5729862762313382,0.5544626181575889,0.5729862762313382
knot_tying,mean_rms_jerk,quality_of_final_product,36,0.45315742267741227,0.4579213825102647,0.45315742267741227,0.4579213825102647
knot_tying,mean_path_length,quality_of_final_product,36,-0.27132410263993695,-0.41830550223079566,0.27132410263993695,0.41830550223079566
knot_tying,mean_economy_of_motion,quality_of_final_product,36,0.08786120841243203,0.17907082692058635,0.08786120841243203,0.17907082692058635
knot_tying,mean_duration_s,respect_for_tissue,36,-0.669807000787794,-0.5960036760183414,0.669807000787794,0.5960036760183414
knot_tying,mean_smoothness_score,respect_for_tissue,36,0.6100815411125209,0.5909086938388322,0.6100815411125209,0.5909086938388322
knot_tying,mean_rms_jerk,respect_for_tissue,36,0.5239005086951805,0.5923059359912086,0.5239005086951805,0.5923059359912086
knot_tying,mean_path_length,respect_for_tissue,36,-0.27016751557808083,-0.33709927171437915,0.27016751557808083,0.33709927171437915
knot_tying,mean_economy_of_motion,respect_for_tissue,36,0.1903999553406356,0.32701398797863246,0.1903999553406356,0.32701398797863246
knot_tying,mean_duration_s,suture_needle_handling,36,-0.5648896737663245,-0.5280104992183358,0.5648896737663245,0.5280104992183358
knot_tying,mean_smoothness_score,suture_needle_handling,36,0.5009551691423422,0.49543632699141876,0.5009551691423422,0.49543632699141876
knot_tying,mean_path_length,suture_needle_handling,36,-0.38239308145356493,-0.4291062752708512,0.38239308145356493,0.4291062752708512
knot_tying,mean_rms_jerk,suture_needle_handling,36,0.34071425881894357,0.36104581276408015,0.34071425881894357,0.36104581276408015
knot_tying,mean_economy_of_motion,suture_needle_handling,36,-0.027516115914118955,0.07952243980508164,0.027516115914118955,0.07952243980508164
knot_tying,mean_duration_s,time_and_motion,36,-0.7439549443790671,-0.6850154106190594,0.7439549443790671,0.6850154106190594
knot_tying,mean_smoothness_score,time_and_motion,36,0.6876779098411671,0.6799677150541733,0.6876779098411671,0.6799677150541733
knot_tying,mean_path_length,time_and_motion,36,-0.5073168772001904,-0.5102367510087749,0.5073168772001904,0.5102367510087749
knot_tying,mean_rms_jerk,time_and_motion,36,0.4315487721637983,0.5022998170044664,0.4315487721637983,0.5022998170044664
knot_tying,mean_economy_of_motion,time_and_motion,36,-0.0016471327181824364,0.1508489544709261,0.0016471327181824364,0.1508489544709261
