filename,experience_level,grs,respect_for_tissue,suture_needle_handling,time_and_motion,flow_of_operation,overall_performance,quality_of_final_product,file,mean_path_length,mean_economy_of_motion,mean_rms_jerk,mean_smoothness_score,mean_duration_s
Suturing_F004,I,24,3,4,4,5,4,4,Suturing_F004.txt,1.1294828177368446,2.023553183906251,3.060991395146905,-12.255234683547847,79.06666666666666
Suturing_F005,I,29,4,5,5,5,5,5,Suturing_F005.txt,1.0664500513806336,2.0748285253125007,3.363789229439082,-11.9924611081295,67.93333333333334
Suturing_G001,N,13,3,1,1,3,1,4,Suturing_G001.txt,2.2877278137681456,2.3248986052500005,1.7355972185254358,-14.61964042235531,300.3666666666667
Suturing_G002,N,18,3,2,2,4,3,4,Suturing_G002.txt,1.0472196220693002,1.0422901023749978,1.962967578241121,-12.85446651799138,112.6
Suturing_G003,N,13,3,2,1,2,2,3,Suturing_G003.txt,1.377241318178274,1.463583183187499,1.8250032634450712,-13.674489146454953,173.66666666666666
Suturing_G004,N,21,4,3,3,4,3,4,Suturing_G004.txt,0.8507944967414203,0.7692932297812494,1.9819195661714524,-12.405047077663784,88.3
Suturing_G005,N,23,4,3,4,4,4,4,Suturing_G005.txt,0.6999997027199929,0.6607976810625007,1.9047119596551092,-12.358172648659448,81.76666666666667
Suturing_H001,N,14,2,2,2,3,2,3,Suturing_H001.txt,1.859596591243141,2.886629440500001,2.381854377762778,-13.865939408652524,188.4333333333333
Suturing_H003,N,25,4,4,4,5,4,4,Suturing_H003.txt,1.258465743901276,2.072146874343749,2.6464806127545586,-12.96728787524744,113.13333333333333
Suturing_H004,N,19,3,3,3,4,3,3,Suturing_H004.txt,1.4484011017816834,1.9643035545000007,2.3837554046584293,-13.242398473560556,136.43333333333334
Suturing_H005,N,21,4,3,3,4,3,4,Suturing_H005.txt,1.182259769183383,1.8391044549374995,2.437896238636937,-12.981642317691133,114.5
Suturing_I001,N,17,3,3,2,3,3,3,Suturing_I001.txt,1.2984453668134623,1.5588645429375,2.0860915107769955,-13.357404475773343,143.83333333333334
Suturing_I002,N,23,4,4,3,4,4,4,Suturing_I002.txt,1.483689240080707,1.8717204211874996,2.3049118749787594,-13.38323602845372,147.03333333333333
Suturing_I003,N,17,3,2,2,3,3,4,Suturing_I003.txt,1.309216050411344,1.639714716562501,2.150968169071171,-13.356834626746537,142.76666666666665
Suturing_I004,N,23,4,4,3,4,4,4,Suturing_I004.txt,1.4697540626593382,4.923202898531249,4.59820991682928,-13.554098924834914,124.3
Suturing_I005,N,19,3,3,3,4,3,3,Suturing_I005.txt,1.5481299987440291,2.3266532677500003,2.6837616243866016,-13.075355292996496,125.73333333333332
